module_id,seq_id,domain_type,canonical_domain_type,kingdom,reaction_labels,has_no_reactions
marts_E00931_alpha_0,marts_E00931,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01096_alpha_0,marts_E01096,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00145_ids_0,marts_E00145,ids,alpha,Plants,['pt'],False
marts_E00021_alpha_0,marts_E00021,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00451_alpha_0,marts_E00451,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01426_alpha_0,marts_E01426,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01318_alpha_0,marts_E01318,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00346_ids_0,marts_E00346,ids,alpha,Fungi,['pt'],False
marts_E00941_alpha_0,marts_E00941,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01310_ids_0,marts_E01310,ids,alpha,Bacteria,['di Class 1'],False
marts_E00503_ids_0,marts_E00503,ids,alpha,Bacteria,['pt'],False
marts_E00930_ids_0,marts_E00930,ids,alpha,Bacteria,['pt'],False
marts_E00539_ids_0,marts_E00539,ids,alpha,Bacteria,['pt'],False
marts_E01157_gamma_0,marts_E01157,gamma,gamma,Fungi,['di Class 1'],False
marts_E01157_delta_0,marts_E01157,delta,delta,Fungi,['di Class 1'],False
marts_E01157_alpha_0,marts_E01157,alpha,alpha,Fungi,['di Class 1'],False
marts_E00155_gamma_0,marts_E00155,gamma,gamma,Plants,['di Class 1'],False
marts_E00155_beta_0,marts_E00155,beta,beta,Plants,['di Class 1'],False
marts_E00155_alpha_0,marts_E00155,alpha,alpha,Plants,['di Class 1'],False
marts_E01122_beta_0,marts_E01122,beta,beta,Plants,['di Class 1'],False
marts_E01122_gamma_0,marts_E01122,gamma,gamma,Plants,['di Class 1'],False
marts_E01122_alpha_0,marts_E01122,alpha,alpha,Plants,['di Class 1'],False
marts_E00992_ids_0,marts_E00992,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00992_alpha_0,marts_E00992,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00581_beta_0,marts_E00581,beta,beta,Plants,['di Class 1'],False
marts_E00581_gamma_0,marts_E00581,gamma,gamma,Plants,['di Class 1'],False
marts_E00581_alpha_0,marts_E00581,alpha,alpha,Plants,['di Class 1'],False
marts_E00356_beta_0,marts_E00356,beta,beta,Plants,['di Class 1'],False
marts_E00356_gamma_0,marts_E00356,gamma,gamma,Plants,['di Class 1'],False
marts_E00356_alpha_0,marts_E00356,alpha,alpha,Plants,['di Class 1'],False
marts_E01111_ids_0,marts_E01111,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01111_alpha_0,marts_E01111,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00985_ids_0,marts_E00985,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00985_alpha_0,marts_E00985,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01415_beta_0,marts_E01415,beta,beta,Plants,['di Class 1'],False
marts_E01415_alpha_0,marts_E01415,alpha,alpha,Plants,['di Class 1'],False
marts_E01415_gamma_0,marts_E01415,gamma,gamma,Plants,['di Class 1'],False
marts_E00982_ids_0,marts_E00982,ids,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00982_alpha_0,marts_E00982,alpha,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00452_ids_0,marts_E00452,ids,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00452_alpha_0,marts_E00452,alpha,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E01411_beta_0,marts_E01411,beta,beta,Plants,['di Class 2'],False
marts_E01411_gamma_0,marts_E01411,gamma,gamma,Plants,['di Class 2'],False
marts_E01411_alpha_0,marts_E01411,alpha,alpha,Plants,['di Class 2'],False
marts_E00067_beta_0,marts_E00067,beta,beta,Plants,['mono Class 1'],False
marts_E00067_alpha_0,marts_E00067,alpha,alpha,Plants,['mono Class 1'],False
marts_E00083_beta_0,marts_E00083,beta,beta,Plants,['mono Class 1'],False
marts_E00083_alpha_0,marts_E00083,alpha,alpha,Plants,['mono Class 1'],False
marts_E01030_beta_0,marts_E01030,beta,beta,Plants,['sesq Class 1'],False
marts_E01030_alpha_0,marts_E01030,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00064_beta_0,marts_E00064,beta,beta,Plants,['mono Class 1'],False
marts_E00064_alpha_0,marts_E00064,alpha,alpha,Plants,['mono Class 1'],False
marts_E00886_beta_0,marts_E00886,beta,beta,Plants,['sesq Class 1'],False
marts_E00886_alpha_0,marts_E00886,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00546_beta_0,marts_E00546,beta,beta,Plants,['sesq Class 1'],False
marts_E00546_alpha_0,marts_E00546,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00321_beta_0,marts_E00321,beta,beta,Plants,['sesq Class 1'],False
marts_E00321_alpha_0,marts_E00321,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00625_beta_0,marts_E00625,beta,beta,Plants,['sesq Class 1'],False
marts_E00625_alpha_0,marts_E00625,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00399_beta_0,marts_E00399,beta,beta,Plants,['mono Class 1'],False
marts_E00399_alpha_0,marts_E00399,alpha,alpha,Plants,['mono Class 1'],False
marts_E00914_beta_0,marts_E00914,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00914_alpha_0,marts_E00914,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00050_beta_0,marts_E00050,beta,beta,Plants,['mono Class 1'],False
marts_E00050_alpha_0,marts_E00050,alpha,alpha,Plants,['mono Class 1'],False
marts_E01253_beta_0,marts_E01253,beta,beta,Plants,['mono Class 1'],False
marts_E01253_alpha_0,marts_E01253,alpha,alpha,Plants,['mono Class 1'],False
marts_E01128_beta_0,marts_E01128,beta,beta,Plants,['sesq Class 1'],False
marts_E01128_alpha_0,marts_E01128,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01304_beta_0,marts_E01304,beta,beta,Plants,['sesq Class 1'],False
marts_E01304_alpha_0,marts_E01304,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01288_beta_0,marts_E01288,beta,beta,Plants,['sesq Class 1'],False
marts_E01288_alpha_0,marts_E01288,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00963_beta_0,marts_E00963,beta,beta,Plants,['sesq Class 1'],False
marts_E00963_alpha_0,marts_E00963,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00616_beta_0,marts_E00616,beta,beta,Plants,['sesq Class 1'],False
marts_E00616_alpha_0,marts_E00616,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00651_beta_0,marts_E00651,beta,beta,Plants,['sesq Class 1'],False
marts_E00651_alpha_0,marts_E00651,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01146_beta_0,marts_E01146,beta,beta,Plants,['sesq Class 1'],False
marts_E01146_alpha_0,marts_E01146,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00599_beta_0,marts_E00599,beta,beta,Plants,['sesq Class 1'],False
marts_E00599_alpha_0,marts_E00599,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01222_beta_0,marts_E01222,beta,beta,Plants,['sesq Class 1'],False
marts_E01222_alpha_0,marts_E01222,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00279_beta_0,marts_E00279,beta,beta,Plants,['mono Class 1'],False
marts_E00279_alpha_0,marts_E00279,alpha,alpha,Plants,['mono Class 1'],False
marts_E01069_beta_0,marts_E01069,beta,beta,Plants,['sesq Class 1'],False
marts_E01069_alpha_0,marts_E01069,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01293_beta_0,marts_E01293,beta,beta,Plants,['sesq Class 1'],False
marts_E01293_alpha_0,marts_E01293,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00791_beta_0,marts_E00791,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00791_alpha_0,marts_E00791,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01383_beta_0,marts_E01383,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01383_alpha_0,marts_E01383,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01195_alpha_0,marts_E01195,alpha,alpha,Fungi,['sqs'],False
marts_E00745_alpha_0,marts_E00745,alpha,alpha,Animals,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E00344_ids_0,marts_E00344,ids,alpha,Animals,['pt'],False
marts_E00892_ids_0,marts_E00892,ids,alpha,Plants,['psy'],False
marts_E01185_alpha_0,marts_E01185,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00147_alpha_0,marts_E00147,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00350_ids_0,marts_E00350,ids,alpha,Protists,['pt'],False
marts_E01449_alpha_0,marts_E01449,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00801_alpha_0,marts_E00801,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01420_alpha_0,marts_E01420,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01438_alpha_0,marts_E01438,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01534_ids_0,marts_E01534,ids,alpha,Bacteria,['di Class 1'],False
marts_E01060_alpha_0,marts_E01060,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01314_alpha_0,marts_E01314,alpha,alpha,Fungi,['di Class 1'],False
marts_E01307_alpha_0,marts_E01307,alpha,alpha,Protists,['di Class 1'],False
marts_E01277_ids_0,marts_E01277,ids,alpha,Archaea,['pt'],False
marts_E00301_ids_0,marts_E00301,ids,alpha,Animals,['pt'],False
marts_E00767_alpha_0,marts_E00767,alpha,alpha,Bacteria,"['mono Class 1', 'sesq Class 1']",False
marts_E01316_alpha_0,marts_E01316,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00012_alpha_0,marts_E00012,alpha,alpha,Animals,['mono Class 1'],False
marts_E00858_alpha_0,marts_E00858,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01536_ids_0,marts_E01536,ids,alpha,Bacteria,['di Class 1'],False
marts_E00228_ids_0,marts_E00228,ids,alpha,Bacteria,['pt'],False
marts_E00470_alpha_0,marts_E00470,alpha,alpha,Bacteria,['psy'],False
marts_E00919_gamma_0,marts_E00919,gamma,gamma,Fungi,['di Class 2'],False
marts_E00919_alpha_0,marts_E00919,alpha,alpha,Fungi,['di Class 2'],False
marts_E00919_delta_0,marts_E00919,delta,delta,Fungi,['di Class 2'],False
marts_E01414_beta_0,marts_E01414,beta,beta,Plants,['di Class 1'],False
marts_E01414_gamma_0,marts_E01414,gamma,gamma,Plants,['di Class 1'],False
marts_E01414_alpha_0,marts_E01414,alpha,alpha,Plants,['di Class 1'],False
marts_E01479_beta_0,marts_E01479,beta,beta,Plants,['di Class 1'],False
marts_E01479_alpha_0,marts_E01479,alpha,alpha,Plants,['di Class 1'],False
marts_E01479_gamma_0,marts_E01479,gamma,gamma,Plants,['di Class 1'],False
marts_E01505_beta_0,marts_E01505,beta,beta,Plants,['di Class 1'],False
marts_E01505_gamma_0,marts_E01505,gamma,gamma,Plants,['di Class 1'],False
marts_E01505_alpha_0,marts_E01505,alpha,alpha,Plants,['di Class 1'],False
marts_E00183_beta_0,marts_E00183,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00183_gamma_0,marts_E00183,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00183_alpha_0,marts_E00183,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E01137_beta_0,marts_E01137,beta,beta,Plants,['di Class 1'],False
marts_E01137_gamma_0,marts_E01137,gamma,gamma,Plants,['di Class 1'],False
marts_E01137_alpha_0,marts_E01137,alpha,alpha,Plants,['di Class 1'],False
marts_E01159_beta_0,marts_E01159,beta,beta,Plants,['di Class 2'],False
marts_E01159_gamma_0,marts_E01159,gamma,gamma,Plants,['di Class 2'],False
marts_E01159_alpha_0,marts_E01159,alpha,alpha,Plants,['di Class 2'],False
marts_E00978_ids_0,marts_E00978,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00978_alpha_0,marts_E00978,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01519_ids_0,marts_E01519,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01519_alpha_0,marts_E01519,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00675_beta_0,marts_E00675,beta,beta,Plants,['di Class 2'],False
marts_E00675_gamma_0,marts_E00675,gamma,gamma,Plants,['di Class 2'],False
marts_E00675_alpha_0,marts_E00675,alpha,alpha,Plants,['di Class 2'],False
marts_E00674_beta_0,marts_E00674,beta,beta,Plants,['di Class 2'],False
marts_E00674_gamma_0,marts_E00674,gamma,gamma,Plants,['di Class 2'],False
marts_E00674_alpha_0,marts_E00674,alpha,alpha,Plants,['di Class 2'],False
marts_E01138_beta_0,marts_E01138,beta,beta,Plants,['di Class 2'],False
marts_E01138_gamma_0,marts_E01138,gamma,gamma,Plants,['di Class 2'],False
marts_E01138_alpha_0,marts_E01138,alpha,alpha,Plants,['di Class 2'],False
marts_E00314_beta_0,marts_E00314,beta,beta,Plants,['mono Class 1'],False
marts_E00314_alpha_0,marts_E00314,alpha,alpha,Plants,['mono Class 1'],False
marts_E00856_beta_0,marts_E00856,beta,beta,Plants,['mono Class 1'],False
marts_E00856_alpha_0,marts_E00856,alpha,alpha,Plants,['mono Class 1'],False
marts_E00241_beta_0,marts_E00241,beta,beta,Plants,['mono Class 1'],False
marts_E00241_alpha_0,marts_E00241,alpha,alpha,Plants,['mono Class 1'],False
marts_E00131_beta_0,marts_E00131,beta,beta,Plants,['mono Class 1'],False
marts_E00131_alpha_0,marts_E00131,alpha,alpha,Plants,['mono Class 1'],False
marts_E01206_beta_0,marts_E01206,beta,beta,Plants,['di Class 1'],False
marts_E01206_alpha_0,marts_E01206,alpha,alpha,Plants,['di Class 1'],False
marts_E00060_beta_0,marts_E00060,beta,beta,Plants,['mono Class 1'],False
marts_E00060_alpha_0,marts_E00060,alpha,alpha,Plants,['mono Class 1'],False
marts_E00096_beta_0,marts_E00096,beta,beta,Plants,['mono Class 1'],False
marts_E00096_alpha_0,marts_E00096,alpha,alpha,Plants,['mono Class 1'],False
marts_E01028_beta_0,marts_E01028,beta,beta,Plants,['sesq Class 1'],False
marts_E01028_alpha_0,marts_E01028,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00208_beta_0,marts_E00208,beta,beta,Plants,['sesq Class 1'],False
marts_E00208_alpha_0,marts_E00208,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01246_beta_0,marts_E01246,beta,beta,Plants,['sesq Class 1'],False
marts_E01246_alpha_0,marts_E01246,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01218_beta_0,marts_E01218,beta,beta,Plants,['sesq Class 1'],False
marts_E01218_alpha_0,marts_E01218,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01155_beta_0,marts_E01155,beta,beta,Plants,['mono Class 1'],False
marts_E01155_alpha_0,marts_E01155,alpha,alpha,Plants,['mono Class 1'],False
marts_E00536_beta_0,marts_E00536,beta,beta,Plants,['mono Class 1'],False
marts_E00536_alpha_0,marts_E00536,alpha,alpha,Plants,['mono Class 1'],False
marts_E00980_beta_0,marts_E00980,beta,beta,Plants,['sesq Class 1'],False
marts_E00980_alpha_0,marts_E00980,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00686_beta_0,marts_E00686,beta,beta,Plants,['sesq Class 1'],False
marts_E00686_alpha_0,marts_E00686,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00668_beta_0,marts_E00668,beta,beta,Plants,['sesq Class 1'],False
marts_E00668_alpha_0,marts_E00668,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00185_beta_0,marts_E00185,beta,beta,Plants,['mono Class 1'],False
marts_E00185_alpha_0,marts_E00185,alpha,alpha,Plants,['mono Class 1'],False
marts_E01118_beta_0,marts_E01118,beta,beta,Plants,['di Class 1'],False
marts_E01118_alpha_0,marts_E01118,alpha,alpha,Plants,['di Class 1'],False
marts_E00690_beta_0,marts_E00690,beta,beta,Plants,['sesq Class 1'],False
marts_E00690_alpha_0,marts_E00690,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00894_beta_0,marts_E00894,beta,beta,Plants,['sesq Class 1'],False
marts_E00894_alpha_0,marts_E00894,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01281_beta_0,marts_E01281,beta,beta,Plants,['sesq Class 1'],False
marts_E01281_alpha_0,marts_E01281,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00823_beta_0,marts_E00823,beta,beta,Plants,['sesq Class 1'],False
marts_E00823_alpha_0,marts_E00823,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00834_beta_0,marts_E00834,beta,beta,Plants,['sesq Class 1'],False
marts_E00834_alpha_0,marts_E00834,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01102_beta_0,marts_E01102,beta,beta,Plants,['sesq Class 1'],False
marts_E01102_alpha_0,marts_E01102,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00329_beta_0,marts_E00329,beta,beta,Plants,['sesq Class 1'],False
marts_E00329_alpha_0,marts_E00329,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00637_beta_0,marts_E00637,beta,beta,Plants,['mono Class 1'],False
marts_E00637_alpha_0,marts_E00637,alpha,alpha,Plants,['mono Class 1'],False
marts_E00775_beta_0,marts_E00775,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00775_alpha_0,marts_E00775,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00661_beta_0,marts_E00661,beta,beta,Plants,['mono Class 1'],False
marts_E00661_alpha_0,marts_E00661,alpha,alpha,Plants,['mono Class 1'],False
marts_E00538_ids_0,marts_E00538,ids,alpha,Fungi,['sqs'],False
marts_E00058_alpha_0,marts_E00058,alpha,alpha,Animals,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01442_alpha_0,marts_E01442,alpha,alpha,Fungi,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01441_alpha_0,marts_E01441,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00256_ids_0,marts_E00256,ids,alpha,Plants,['pt'],False
marts_E01269_alpha_0,marts_E01269,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00803_ids_0,marts_E00803,ids,alpha,Fungi,['pt'],False
marts_E00379_ids_0,marts_E00379,ids,alpha,Plants,['pt'],False
marts_E01131_alpha_0,marts_E01131,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00937_ids_0,marts_E00937,ids,alpha,Plants,['psy'],False
marts_E01424_alpha_0,marts_E01424,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00869_alpha_0,marts_E00869,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00867_alpha_0,marts_E00867,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01537_ids_0,marts_E01537,ids,alpha,Bacteria,['di Class 1'],False
marts_E00868_alpha_0,marts_E00868,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01403_alpha_0,marts_E01403,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00628_alpha_0,marts_E00628,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01315_alpha_0,marts_E01315,alpha,alpha,Bacteria,"['di Class 1', 'sesq Class 1', 'sester Class 1']",False
marts_E01343_alpha_0,marts_E01343,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01350_alpha_0,marts_E01350,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00918_alpha_0,marts_E00918,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00352_ids_0,marts_E00352,ids,alpha,Protists,['pt'],False
marts_E01492_alpha_0,marts_E01492,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00494_ids_0,marts_E00494,ids,alpha,Bacteria,"['psy', 'tetra Class 2']",False
marts_E00485_ids_0,marts_E00485,ids,alpha,Bacteria,['pt'],False
marts_E00055_gamma_0,marts_E00055,gamma,gamma,Fungi,"['di Class 1', 'di Class 2']",False
marts_E00055_alpha_0,marts_E00055,alpha,alpha,Fungi,"['di Class 1', 'di Class 2']",False
marts_E00055_delta_0,marts_E00055,delta,delta,Fungi,"['di Class 1', 'di Class 2']",False
marts_E00282_beta_0,marts_E00282,beta,beta,Plants,['di Class 1'],False
marts_E00282_gamma_0,marts_E00282,gamma,gamma,Plants,['di Class 1'],False
marts_E00282_alpha_0,marts_E00282,alpha,alpha,Plants,['di Class 1'],False
marts_E00409_beta_0,marts_E00409,beta,beta,Plants,['di Class 1'],False
marts_E00409_gamma_0,marts_E00409,gamma,gamma,Plants,['di Class 1'],False
marts_E00409_alpha_0,marts_E00409,alpha,alpha,Plants,['di Class 1'],False
marts_E00580_beta_0,marts_E00580,beta,beta,Plants,"['di Class 1', 'mono Class 1']",False
marts_E00580_gamma_0,marts_E00580,gamma,gamma,Plants,"['di Class 1', 'mono Class 1']",False
marts_E00580_alpha_0,marts_E00580,alpha,alpha,Plants,"['di Class 1', 'mono Class 1']",False
marts_E00396_beta_0,marts_E00396,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00396_gamma_0,marts_E00396,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00396_alpha_0,marts_E00396,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E00582_beta_0,marts_E00582,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00582_gamma_0,marts_E00582,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00582_alpha_0,marts_E00582,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E00987_ids_0,marts_E00987,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00987_alpha_0,marts_E00987,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00973_ids_0,marts_E00973,ids,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00973_alpha_0,marts_E00973,alpha,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E01003_ids_0,marts_E01003,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01003_alpha_0,marts_E01003,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00691_beta_0,marts_E00691,beta,beta,Plants,['di Class 2'],False
marts_E00691_gamma_0,marts_E00691,gamma,gamma,Plants,['di Class 2'],False
marts_E00691_ids_0,marts_E00691,ids,alpha,Plants,['di Class 2'],False
marts_E00154_beta_0,marts_E00154,beta,beta,Plants,['mono Class 1'],False
marts_E00154_alpha_0,marts_E00154,alpha,alpha,Plants,['mono Class 1'],False
marts_E00230_beta_0,marts_E00230,beta,beta,Plants,['mono Class 1'],False
marts_E00230_alpha_0,marts_E00230,alpha,alpha,Plants,['mono Class 1'],False
marts_E01523_beta_0,marts_E01523,beta,beta,Plants,['mono Class 1'],False
marts_E01523_alpha_0,marts_E01523,alpha,alpha,Plants,['mono Class 1'],False
marts_E00700_beta_0,marts_E00700,beta,beta,Plants,['mono Class 1'],False
marts_E00700_alpha_0,marts_E00700,alpha,alpha,Plants,['mono Class 1'],False
marts_E00080_beta_0,marts_E00080,beta,beta,Plants,['mono Class 1'],False
marts_E00080_alpha_0,marts_E00080,alpha,alpha,Plants,['mono Class 1'],False
